,experiment_id,timestep,success,x_noise,y_noise,z_noise,roll_noise,pitch_noise,yaw_noise,trans_err,quat_dist,act_finger_0,act_finger_1,act_finger_2,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,shape,policy
0,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.05204244703054428,0.012033261358737946,0.019319985061883926,-0.07018180191516876,0.03975317254662514,0.027560414746403694,0.05358811467885971,0.017447086051106453,-0.01798314042389393,0.06874477863311768,0.04158971458673477,-0.0218394473195076,-0.0013555295299738646,0.06908629089593887,0.05231203883886337,1.968328380081842,3.304253739281871,1.9686270535980945,3.30026219344006,0.02,0.02,0.105,0.085409976541996,0.08434712141752243,0.103099025785923,0.11093873530626297,CubeM,constant
1,0,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.05204244703054428,0.012033261358737946,0.019319985061883926,-0.07018180191516876,0.03975317254662514,0.027560414746403694,0.05358811467885971,0.017447086051106453,-0.01798314042389393,0.06874477863311768,0.04158971458673477,-0.0218394473195076,-0.0013555295299738646,0.06908629089593887,0.05231203883886337,1.968328380081842,3.304253739281871,1.9686270535980945,3.30026219344006,0.02,0.02,0.105,0.085409976541996,0.08434712141752243,0.103099025785923,0.11093873530626297,CubeM,constant
2,0,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.05204244703054428,0.012033261358737946,0.019319985061883926,-0.07018180191516876,0.03975317254662514,0.027560414746403694,0.05358811467885971,0.017447086051106453,-0.01798314042389393,0.06874477863311768,0.04158971458673477,-0.0218394473195076,-0.0013555295299738646,0.06908629089593887,0.05231203883886337,1.968328380081842,3.304253739281871,1.9686270535980945,3.30026219344006,0.02,0.02,0.105,0.085409976541996,0.08434712141752243,0.103099025785923,0.11093873530626297,CubeM,constant
3,0,3,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.05204244703054428,0.012033261358737946,0.019319985061883926,-0.07018180191516876,0.03975317254662514,0.027560414746403694,0.05358811467885971,0.017447086051106453,-0.01798314042389393,0.06874477863311768,0.04158971458673477,-0.0218394473195076,-0.0013555295299738646,0.06908629089593887,0.05231203883886337,1.968328380081842,3.304253739281871,1.9686270535980945,3.30026219344006,0.02,0.02,0.105,0.085409976541996,0.08434712141752243,0.103099025785923,0.11093873530626297,CubeM,constant
4,0,4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.05160333588719368,0.011962160468101501,0.019158920273184776,-0.06955385953187943,0.039465032517910004,0.02731814607977867,0.054697245359420776,0.017361508682370186,-0.018383946269750595,0.0693592056632042,0.041561514139175415,-0.022060254588723183,-0.0004217403766233474,0.06902504712343216,0.05332127958536148,1.97800630748319,3.2952282863475926,1.9618331964992477,3.2922042669298075,0.02,0.02,0.105,0.08616974949836731,0.08507462590932846,0.10414665192365646,0.11156278848648071,CubeM,constant
5,0,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.052017539739608765,0.012501567602157593,0.01934109628200531,-0.06982409209012985,0.0396183617413044,0.027424281463027,0.05406377837061882,0.017293231561779976,-0.018162531778216362,0.0697733536362648,0.04131246730685234,-0.022223815321922302,-0.0022824923507869244,0.06963738054037094,0.04907947778701782,1.9968991717303757,3.2753027813877287,1.9607940310418988,3.276390416376917,0.02,0.02,0.105,0.08367305994033813,0.0827232077717781,0.10218706727027893,0.11060277372598648,CubeM,constant
6,0,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.052017539739608765,0.012501567602157593,0.01934109628200531,-0.06982409209012985,0.0396183617413044,0.027424281463027,0.05406377837061882,0.017293231561779976,-0.018162531778216362,0.0697733536362648,0.04131246730685234,-0.022223815321922302,-0.0022824923507869244,0.06963738054037094,0.04907947778701782,1.9968991717303757,3.2753027813877287,1.9607940310418988,3.276390416376917,0.02,0.02,0.105,0.08367305994033813,0.0827232077717781,0.10218706727027893,0.11060277372598648,CubeM,constant
7,0,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.0518227145075798,0.013537623919546604,0.01933799684047699,-0.06765482574701309,0.04214559495449066,0.026812922209501266,0.05184892937541008,0.02030789665877819,-0.017180051654577255,0.06506030261516571,0.0454421192407608,-0.020279506221413612,-0.004197266418486834,0.06963516026735306,0.04527198523283005,1.9092524097269958,3.2903949152852077,1.8710642775919135,3.294850117472801,0.02,0.02,0.105,0.08036547154188156,0.07729174196720123,0.09725478291511536,0.10360676050186157,CubeM,constant
8,0,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.0518227145075798,0.013537623919546604,0.01933799684047699,-0.06765482574701309,0.04214559495449066,0.026812922209501266,0.05184892937541008,0.02030789665877819,-0.017180051654577255,0.06506030261516571,0.0454421192407608,-0.020279506221413612,-0.004197266418486834,0.06963516026735306,0.04527198523283005,1.9092524097269958,3.2903949152852077,1.8710642775919135,3.294850117472801,0.02,0.02,0.105,0.08036547154188156,0.07729174196720123,0.09725478291511536,0.10360676050186157,CubeM,constant
9,0,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,3400,3400,-0.0518227145075798,0.013537623919546604,0.01933799684047699,-0.06765482574701309,0.04214559495449066,0.026812922209501266,0.05184892937541008,0.02030789665877819,-0.017180051654577255,0.06506030261516571,0.0454421192407608,-0.020279506221413612,-0.004197266418486834,0.06963516026735306,0.04527198523283005,1.9092524097269958,3.2903949152852077,1.8710642775919135,3.294850117472801,0.02,0.02,0.105,0.08036547154188156,0.07729174196720123,0.09725478291511536,0.10360676050186157,CubeM,constant
